Date,Region,Terrain,Infrastructure_Type,Project_Category,Voltage_Level_kV,Weather_Condition,Route_Length_km,ACSR_Conductor_m,Towers_Steel_Count,Insulators_Count,Power_Transformers_Count,Circuit_Breakers_Count,Concrete_m3
2022-07-16,West,Coastal,Substation,Maintenance,132,Rainy,0.8317500535218836,96.0,6.0,463.0,0.0,1.0,79.08
2022-07-17,North,Mountainous,Transmission_Line,Maintenance,400,Clear,94.31124895529672,32348.0,2.0,2537.0,0.0,0.0,3012.57
2022-07-17,Central,Urban,Substation,Maintenance,220,Storm,1.0765748086369595,84.0,9.0,156.0,0.0,0.0,82.43
2022-07-17,West,Coastal,Transmission_Line,Maintenance,400,Snow,97.1382072163752,31685.0,2.0,2368.0,0.0,0.0,2763.9
2022-07-17,East,Coastal,Substation,New_Installation,220,Snow,1.1713637948546038,1307.0,6.0,962.0,3.0,2.0,716.24
2022-07-17,West,Mountainous,Transmission_Line,New_Installation,33,Storm,80.37142743487811,264296.0,258.0,1170.0,0.0,0.0,3798.06
2022-07-17,South,Coastal,Transmission_Line,New_Installation,33,Clear,75.49219479961292,251983.0,233.0,1194.0,0.0,0.0,3042.02
2022-07-17,South,Mountainous,Substation,Maintenance,33,Clear,1.3555651728665605,289.0,18.0,325.0,0.0,1.0,35.8
2022-07-17,East,Rural,Transmission_Line,System_Upgrade,220,Heatwave,6.373780346612036,33115.0,19.0,425.0,0.0,0.0,1626.4
2022-07-18,North,Mountainous,Substation,System_Upgrade,400,Clear,0.24711538595057944,3643.0,9.0,341.0,3.0,7.0,191.59
2022-07-18,Central,Rural,Transmission_Line,Maintenance,33,Heatwave,60.241007379440966,9350.0,1.0,241.0,0.0,0.0,127.71
2022-07-18,West,Urban,Transmission_Line,Maintenance,400,Rainy,91.61923506485192,34501.0,2.0,2060.0,0.0,0.0,2883.39
2022-07-18,South,Coastal,Transmission_Line,Emergency_Repair,220,Storm,62.10845835197025,30013.0,0.0,320.0,0.0,0.0,1595.59
2022-07-18,North,Mountainous,Substation,Maintenance,400,Rainy,0.5483923920918813,224.0,18.0,347.0,0.0,1.0,79.58
2022-07-18,East,Mountainous,Transmission_Line,Maintenance,400,Rainy,35.420748153476964,11572.0,1.0,802.0,0.0,0.0,826.94
2022-07-19,South,Coastal,Transmission_Line,Maintenance,33,Rainy,64.20018803762582,10921.0,2.0,254.0,0.0,0.0,164.22
2022-07-19,East,Coastal,Substation,New_Installation,66,Rainy,1.234403484668533,4133.0,14.0,770.0,2.0,3.0,667.15
2022-07-19,West,Urban,Substation,New_Installation,132,Snow,1.9158355294086988,1973.0,7.0,659.0,1.0,7.0,401.42
2022-07-20,Central,Urban,Substation,New_Installation,220,Clear,1.1052606716143432,1933.0,16.0,705.0,1.0,2.0,588.44
2022-07-20,South,Mountainous,Transmission_Line,Maintenance,220,Storm,38.72641378745775,10541.0,1.0,544.0,0.0,0.0,627.13
2022-07-20,South,Urban,Substation,New_Installation,220,Storm,1.0974862378086945,4134.0,5.0,595.0,1.0,8.0,950.47
2022-07-20,West,Rural,Transmission_Line,New_Installation,132,Rainy,79.69222841072616,334122.0,229.0,3881.0,0.0,0.0,13767.0
2022-07-20,North,Urban,Substation,Maintenance,66,Storm,1.1266912309893657,55.0,10.0,132.0,0.0,0.0,24.52
2022-07-20,Central,Urban,Substation,New_Installation,400,Heatwave,0.7194998455466562,748.0,16.0,433.0,1.0,3.0,469.04
2022-07-20,South,Mountainous,Transmission_Line,New_Installation,220,Storm,37.16899985498245,203276.0,106.0,2761.0,0.0,0.0,12534.15
2022-07-20,Central,Rural,Transmission_Line,System_Upgrade,400,Rainy,76.8971228280233,546790.0,240.0,7368.0,0.0,0.0,43091.29
2022-07-21,South,Urban,Transmission_Line,New_Installation,33,Storm,11.312586301821776,41978.0,30.0,186.0,0.0,0.0,417.74
2022-07-21,Central,Rural,Transmission_Line,Maintenance,33,Clear,31.10175123657867,5376.0,0.0,111.0,0.0,0.0,76.14
2022-07-21,East,Rural,Transmission_Line,Maintenance,33,Rainy,19.53857108881145,3107.0,0.0,57.0,0.0,0.0,37.8
2022-07-21,South,Rural,Substation,Maintenance,220,Snow,1.8948837030747396,161.0,6.0,192.0,0.0,0.0,25.75
2022-07-21,Central,Coastal,Substation,Maintenance,132,Clear,0.2711791000195391,287.0,19.0,631.0,0.0,0.0,19.75
2022-07-22,North,Coastal,Transmission_Line,Maintenance,220,Storm,77.02744291164439,20895.0,2.0,821.0,0.0,0.0,1381.05
2022-07-22,East,Coastal,Transmission_Line,System_Upgrade,33,Snow,64.89042909957118,220835.0,192.0,1399.0,0.0,0.0,3345.08
2022-07-22,East,Coastal,Transmission_Line,Maintenance,33,Clear,65.11641806374226,11005.0,1.0,196.0,0.0,0.0,171.51
2022-07-22,North,Mountainous,Substation,System_Upgrade,220,Heatwave,1.5505227515809816,4428.0,15.0,351.0,3.0,3.0,640.89
2022-07-22,Central,Urban,Substation,Maintenance,132,Clear,0.8609271469402076,397.0,15.0,423.0,0.0,1.0,72.03
2022-07-23,West,Coastal,Substation,System_Upgrade,132,Snow,0.8614123934948206,3377.0,13.0,546.0,1.0,7.0,134.53
2022-07-24,North,Mountainous,Transmission_Line,Emergency_Repair,400,Heatwave,32.42704931255829,20810.0,0.0,384.0,0.0,0.0,1619.61
2022-07-24,Central,Urban,Transmission_Line,System_Upgrade,66,Storm,61.78625350413777,237273.0,202.0,1433.0,0.0,0.0,5717.6
2022-07-24,North,Coastal,Transmission_Line,Maintenance,33,Rainy,93.33149895047453,17260.0,2.0,318.0,0.0,0.0,178.38
2022-07-24,North,Urban,Substation,Maintenance,132,Storm,1.8555680788427693,355.0,13.0,610.0,0.0,0.0,52.26
2022-07-24,South,Coastal,Transmission_Line,Emergency_Repair,33,Rainy,71.7812638572316,23248.0,0.0,111.0,0.0,0.0,373.63
2022-07-24,Central,Mountainous,Transmission_Line,System_Upgrade,66,Rainy,91.08764824813977,309809.0,265.0,2515.0,0.0,0.0,9423.13
2022-07-24,West,Rural,Substation,System_Upgrade,33,Snow,1.93068577387596,3659.0,11.0,576.0,3.0,9.0,448.13
2022-07-25,South,Rural,Transmission_Line,Maintenance,132,Heatwave,80.53496958526517,16210.0,2.0,638.0,0.0,0.0,586.79
2022-07-25,North,Urban,Substation,Emergency_Repair,400,Heatwave,0.8748833249923578,1243.0,11.0,534.0,0.0,9.0,916.91
2022-07-25,North,Mountainous,Substation,Maintenance,220,Clear,1.0181274360302397,257.0,14.0,551.0,0.0,0.0,29.27
2022-07-25,North,Rural,Transmission_Line,Maintenance,220,Storm,93.46940740908187,26251.0,2.0,1109.0,0.0,0.0,1535.69
2022-07-25,Central,Coastal,Transmission_Line,New_Installation,132,Snow,68.65076715109748,299767.0,203.0,3477.0,0.0,0.0,14289.97
2022-07-25,Central,Rural,Transmission_Line,Maintenance,132,Storm,82.96592631268666,18329.0,2.0,736.0,0.0,0.0,748.0
2022-07-26,South,Urban,Transmission_Line,System_Upgrade,66,Clear,16.03083339581469,58826.0,45.0,428.0,0.0,0.0,1411.93
2022-07-26,West,Urban,Substation,New_Installation,33,Clear,0.46841268867222396,1499.0,15.0,519.0,3.0,2.0,216.07
2022-07-26,South,Mountainous,Transmission_Line,Maintenance,66,Snow,37.69030439568204,6983.0,1.0,183.0,0.0,0.0,157.41
2022-07-26,East,Urban,Transmission_Line,Maintenance,220,Clear,22.882862278157486,6169.0,0.0,313.0,0.0,0.0,382.06
2022-07-27,North,Rural,Transmission_Line,New_Installation,33,Snow,91.11418114189632,316570.0,259.0,1345.0,0.0,0.0,3949.16
2022-07-27,North,Rural,Transmission_Line,Maintenance,66,Clear,25.60460196475981,5093.0,0.0,151.0,0.0,0.0,113.74
2022-07-27,North,Rural,Substation,Maintenance,220,Heatwave,1.1586490572279426,427.0,5.0,480.0,0.0,1.0,82.79
2022-07-27,South,Rural,Substation,New_Installation,33,Snow,0.26236235328400637,2876.0,17.0,782.0,2.0,7.0,1177.91
2022-07-27,South,Mountainous,Transmission_Line,System_Upgrade,400,Heatwave,19.721375419767526,142079.0,56.0,1957.0,0.0,0.0,11057.82
2022-07-28,North,Coastal,Substation,System_Upgrade,400,Heatwave,0.5700887564452893,1911.0,15.0,125.0,3.0,4.0,553.96
2022-07-28,South,Coastal,Transmission_Line,Maintenance,66,Snow,98.37487314101668,19170.0,2.0,509.0,0.0,0.0,450.46
2022-07-28,Central,Mountainous,Substation,New_Installation,132,Storm,1.614421138307433,644.0,5.0,929.0,1.0,3.0,497.33
2022-07-29,Central,Urban,Substation,Maintenance,33,Rainy,1.379754611662181,358.0,6.0,896.0,0.0,0.0,42.48
2022-07-29,South,Coastal,Substation,Emergency_Repair,66,Clear,1.8408977693146236,1707.0,18.0,673.0,0.0,9.0,366.58
2022-07-29,North,Urban,Transmission_Line,Maintenance,132,Clear,95.83982263992341,20633.0,2.0,763.0,0.0,0.0,876.31
2022-07-29,South,Coastal,Substation,New_Installation,132,Storm,0.9617885371296235,2091.0,16.0,383.0,2.0,2.0,163.72
2022-07-30,South,Urban,Transmission_Line,Maintenance,33,Rainy,36.13049769704966,6106.0,1.0,137.0,0.0,0.0,85.98
2022-07-30,South,Mountainous,Transmission_Line,System_Upgrade,33,Storm,34.954956051156046,123284.0,95.0,615.0,0.0,0.0,1307.19
2022-07-30,East,Rural,Substation,Maintenance,132,Rainy,0.1678852939547522,179.0,5.0,490.0,0.0,1.0,88.27
2022-07-31,Central,Urban,Transmission_Line,Maintenance,220,Snow,31.565618904002097,7589.0,0.0,379.0,0.0,0.0,564.43
2022-07-31,West,Rural,Transmission_Line,System_Upgrade,66,Snow,38.729366883405675,142812.0,124.0,1207.0,0.0,0.0,3008.63
2022-07-31,West,Urban,Transmission_Line,Maintenance,33,Heatwave,8.505389747629694,1512.0,0.0,25.0,0.0,0.0,22.01
2022-08-01,East,Urban,Transmission_Line,Emergency_Repair,132,Heatwave,88.8474574837951,37404.0,2.0,380.0,0.0,0.0,1661.69
2022-08-01,South,Urban,Substation,Maintenance,220,Snow,1.710927798019513,399.0,11.0,480.0,0.0,1.0,77.51
2022-08-01,East,Urban,Substation,System_Upgrade,400,Heatwave,0.5778517478753653,3704.0,10.0,628.0,2.0,4.0,217.06
2022-08-02,East,Urban,Transmission_Line,Maintenance,132,Snow,81.24309552941061,18916.0,2.0,779.0,0.0,0.0,815.81
2022-08-02,North,Rural,Substation,System_Upgrade,220,Storm,1.6128025702552573,970.0,6.0,1063.0,3.0,6.0,423.16
2022-08-02,Central,Urban,Transmission_Line,Maintenance,400,Clear,36.8262121748298,13012.0,1.0,800.0,0.0,0.0,1151.5
2022-08-03,West,Rural,Transmission_Line,Emergency_Repair,220,Snow,71.22146366995395,33511.0,1.0,418.0,0.0,0.0,2058.21
2022-08-03,South,Mountainous,Substation,Maintenance,33,Snow,0.6507298922572554,473.0,9.0,334.0,0.0,1.0,44.03
2022-08-03,West,Coastal,Transmission_Line,Maintenance,132,Snow,11.676242409331493,2734.0,0.0,103.0,0.0,0.0,93.43
2022-08-03,West,Urban,Substation,Emergency_Repair,400,Heatwave,1.0591158844650592,2936.0,5.0,161.0,0.0,9.0,607.18
2022-08-03,Central,Coastal,Substation,Maintenance,220,Heatwave,0.9328213776702126,393.0,12.0,387.0,0.0,1.0,24.39
2022-08-03,West,Rural,Substation,Maintenance,400,Heatwave,0.36249053758682004,95.0,9.0,846.0,0.0,1.0,52.6
2022-08-03,West,Mountainous,Transmission_Line,Maintenance,66,Heatwave,51.60256701405802,9586.0,1.0,320.0,0.0,0.0,272.36
2022-08-04,East,Mountainous,Substation,System_Upgrade,132,Storm,1.903813916938141,2475.0,13.0,552.0,3.0,2.0,764.53
2022-08-04,Central,Mountainous,Transmission_Line,New_Installation,33,Snow,74.48234898296737,274155.0,218.0,1240.0,0.0,0.0,3905.36
2022-08-04,North,Coastal,Transmission_Line,System_Upgrade,400,Storm,75.19286944485044,468978.0,224.0,8651.0,0.0,0.0,35207.59
2022-08-04,South,Rural,Transmission_Line,Maintenance,220,Heatwave,76.96732553281758,19465.0,2.0,918.0,0.0,0.0,1066.61
2022-08-05,West,Urban,Transmission_Line,New_Installation,400,Storm,75.74021169051184,548677.0,249.0,9851.0,0.0,0.0,47036.21
2022-08-05,South,Urban,Transmission_Line,Maintenance,220,Snow,6.89063636305764,1936.0,0.0,103.0,0.0,0.0,113.58
2022-08-05,North,Rural,Substation,Maintenance,400,Snow,1.8569127778184702,365.0,9.0,1157.0,0.0,1.0,69.96
2022-08-05,South,Coastal,Transmission_Line,Maintenance,33,Heatwave,83.86308762168346,13329.0,2.0,284.0,0.0,0.0,164.85
2022-08-06,North,Urban,Transmission_Line,Maintenance,33,Snow,31.085043706135256,5041.0,0.0,93.0,0.0,0.0,72.53
2022-08-06,East,Rural,Transmission_Line,New_Installation,132,Storm,57.51063295947988,267877.0,170.0,2718.0,0.0,0.0,11634.45
2022-08-06,West,Urban,Transmission_Line,System_Upgrade,33,Rainy,63.42556334555088,210085.0,196.0,1073.0,0.0,0.0,3017.08
2022-08-06,North,Mountainous,Transmission_Line,New_Installation,400,Snow,17.53477776604328,113454.0,57.0,1703.0,0.0,0.0,9584.44
2022-08-06,South,Urban,Transmission_Line,Maintenance,400,Storm,29.126520801427105,9560.0,0.0,662.0,0.0,0.0,732.93
2022-08-07,West,Coastal,Transmission_Line,Maintenance,33,Storm,7.208791351994445,1167.0,0.0,28.0,0.0,0.0,14.42
2022-08-07,East,Rural,Transmission_Line,Maintenance,66,Storm,87.0754134051552,17082.0,2.0,389.0,0.0,0.0,339.4
2022-08-07,West,Coastal,Transmission_Line,Maintenance,400,Snow,7.365981625889042,2724.0,0.0,150.0,0.0,0.0,217.26
2022-08-07,North,Rural,Substation,Maintenance,132,Rainy,0.7055220919356472,385.0,10.0,329.0,0.0,0.0,35.81
2022-08-07,East,Mountainous,Transmission_Line,Emergency_Repair,66,Heatwave,12.433416829891193,4611.0,0.0,30.0,0.0,0.0,131.55
2022-08-07,South,Rural,Transmission_Line,Maintenance,33,Heatwave,79.23356298624996,14207.0,2.0,257.0,0.0,0.0,157.71
2022-08-07,East,Urban,Transmission_Line,New_Installation,220,Snow,92.87336344176285,455324.0,256.0,5815.0,0.0,0.0,22747.35
2022-08-08,East,Urban,Transmission_Line,Maintenance,400,Snow,58.467483882690274,18088.0,1.0,1142.0,0.0,0.0,1814.75
2022-08-08,Central,Mountainous,Transmission_Line,Maintenance,220,Clear,18.258847644290558,4345.0,0.0,246.0,0.0,0.0,244.21
2022-08-08,East,Rural,Substation,New_Installation,132,Rainy,1.1605056307435928,4349.0,10.0,345.0,2.0,7.0,443.86
2022-08-09,East,Mountainous,Transmission_Line,Maintenance,66,Storm,78.18241774800447,15561.0,2.0,352.0,0.0,0.0,420.89
2022-08-09,West,Urban,Transmission_Line,Maintenance,220,Storm,73.24953949649856,19860.0,2.0,960.0,0.0,0.0,1063.52
2022-08-09,South,Coastal,Substation,Maintenance,132,Heatwave,1.5092661111464547,343.0,16.0,842.0,0.0,0.0,29.02
2022-08-09,West,Mountainous,Transmission_Line,Emergency_Repair,220,Snow,31.52151504258038,17368.0,2.0,193.0,0.0,0.0,931.96
2022-08-09,West,Coastal,Transmission_Line,Maintenance,220,Rainy,12.005064645503015,2900.0,0.0,173.0,0.0,0.0,203.65
2022-08-09,North,Coastal,Transmission_Line,Maintenance,132,Heatwave,19.15154566210277,4195.0,0.0,192.0,0.0,0.0,195.28
2022-08-10,West,Rural,Substation,New_Installation,400,Rainy,1.9154623216499873,4934.0,18.0,337.0,1.0,2.0,355.03
2022-08-10,Central,Mountainous,Transmission_Line,Maintenance,220,Snow,63.283828774118206,17061.0,2.0,933.0,0.0,0.0,1062.75
2022-08-10,Central,Coastal,Transmission_Line,Maintenance,132,Storm,74.15046255707293,17490.0,2.0,541.0,0.0,0.0,627.22
2022-08-10,North,Coastal,Transmission_Line,Maintenance,220,Clear,90.41113621915757,22590.0,2.0,1274.0,0.0,0.0,1367.07
2022-08-10,South,Rural,Substation,Emergency_Repair,400,Rainy,1.7202336764474546,4510.0,19.0,477.0,0.0,9.0,533.73
2022-08-11,South,Rural,Transmission_Line,Maintenance,132,Storm,25.748175723316308,5545.0,0.0,249.0,0.0,0.0,206.04
2022-08-11,West,Urban,Transmission_Line,Maintenance,220,Rainy,10.515704237831601,2896.0,0.0,152.0,0.0,0.0,146.95
2022-08-11,West,Coastal,Transmission_Line,Maintenance,33,Rainy,92.88717908202857,16959.0,2.0,275.0,0.0,0.0,183.43
2022-08-11,West,Urban,Transmission_Line,Maintenance,400,Rainy,98.25848780058692,31788.0,3.0,2026.0,0.0,0.0,2746.15
2022-08-11,South,Coastal,Substation,Maintenance,220,Snow,1.177953967676553,323.0,8.0,292.0,0.0,0.0,82.79
2022-08-11,East,Urban,Transmission_Line,Maintenance,66,Heatwave,89.39818190958906,17453.0,2.0,510.0,0.0,0.0,331.24
2022-08-12,Central,Rural,Transmission_Line,New_Installation,132,Rainy,27.02252472290157,123576.0,85.0,1141.0,0.0,0.0,5459.91
2022-08-12,East,Mountainous,Transmission_Line,New_Installation,220,Snow,15.548676936035875,86091.0,43.0,921.0,0.0,0.0,4218.82
2022-08-12,East,Rural,Transmission_Line,Maintenance,400,Clear,52.48260905379934,17542.0,1.0,1232.0,0.0,0.0,1165.17
2022-08-13,South,Urban,Transmission_Line,System_Upgrade,400,Heatwave,82.06242485095967,512683.0,253.0,9381.0,0.0,0.0,37415.77
2022-08-13,East,Urban,Substation,Maintenance,66,Snow,1.3438418841566315,245.0,5.0,528.0,0.0,0.0,24.02
2022-08-13,North,Mountainous,Transmission_Line,New_Installation,66,Clear,65.54541597365771,220997.0,200.0,1798.0,0.0,0.0,4854.73
2022-08-13,West,Coastal,Substation,Emergency_Repair,220,Heatwave,0.1331719256278157,3814.0,5.0,619.0,0.0,9.0,423.39
2022-08-13,North,Urban,Substation,System_Upgrade,33,Snow,0.7032364954936734,1472.0,8.0,114.0,1.0,4.0,502.91
2022-08-13,Central,Urban,Transmission_Line,System_Upgrade,400,Clear,94.25209971963572,619782.0,294.0,10448.0,0.0,0.0,57620.17
2022-08-13,West,Urban,Transmission_Line,Maintenance,33,Snow,17.755986254107725,2825.0,0.0,68.0,0.0,0.0,46.58
2022-08-14,East,Mountainous,Transmission_Line,System_Upgrade,33,Clear,74.00476479277965,234337.0,203.0,1563.0,0.0,0.0,2820.46
2022-08-14,Central,Rural,Transmission_Line,New_Installation,220,Rainy,77.13455961176423,378631.0,251.0,5448.0,0.0,0.0,21684.91
2022-08-14,West,Urban,Transmission_Line,New_Installation,132,Rainy,74.61915810326742,353286.0,226.0,2783.0,0.0,0.0,14522.44
2022-08-15,East,Mountainous,Transmission_Line,New_Installation,132,Heatwave,98.98206493951676,432784.0,301.0,5334.0,0.0,0.0,15340.34
2022-08-15,North,Urban,Transmission_Line,Emergency_Repair,132,Clear,43.87478007843285,19027.0,0.0,195.0,0.0,0.0,696.0
2022-08-15,West,Coastal,Substation,New_Installation,66,Rainy,1.3961674451971366,4167.0,7.0,811.0,1.0,8.0,401.12
2022-08-15,East,Mountainous,Transmission_Line,Maintenance,400,Heatwave,23.397235771461226,8275.0,0.0,647.0,0.0,0.0,586.71
2022-08-15,North,Urban,Transmission_Line,Maintenance,66,Storm,42.97244200775336,7788.0,1.0,241.0,0.0,0.0,154.84
2022-08-16,Central,Mountainous,Transmission_Line,Maintenance,400,Rainy,51.69825723114702,17060.0,1.0,1374.0,0.0,0.0,1616.51
2022-08-16,Central,Urban,Substation,System_Upgrade,400,Rainy,0.5081723280900485,1839.0,16.0,464.0,3.0,7.0,519.92
2022-08-16,Central,Rural,Substation,New_Installation,400,Snow,1.8229404104818334,2202.0,11.0,896.0,3.0,7.0,152.91
2022-08-16,Central,Urban,Substation,Maintenance,220,Storm,1.4607758778879887,268.0,18.0,634.0,0.0,0.0,23.39
2022-08-16,South,Mountainous,Substation,Emergency_Repair,132,Clear,0.63913975937574,4820.0,5.0,516.0,0.0,4.0,483.66
2022-08-16,West,Coastal,Transmission_Line,New_Installation,66,Heatwave,17.820861733271457,71712.0,50.0,446.0,0.0,0.0,1509.83
2022-08-17,West,Coastal,Substation,Maintenance,66,Storm,0.6469479240027647,196.0,16.0,388.0,0.0,1.0,90.56
2022-08-17,South,Coastal,Substation,System_Upgrade,220,Clear,1.2836722262618605,2929.0,11.0,1155.0,1.0,4.0,298.53
2022-08-17,East,Urban,Substation,System_Upgrade,400,Rainy,1.6701764127895429,1809.0,15.0,326.0,2.0,8.0,387.66
2022-08-17,East,Rural,Substation,System_Upgrade,132,Heatwave,1.0560196884048048,2965.0,10.0,941.0,1.0,6.0,794.18
2022-08-18,Central,Urban,Substation,Maintenance,33,Heatwave,0.2947398796585766,92.0,11.0,570.0,0.0,1.0,65.87
2022-08-18,North,Coastal,Transmission_Line,Maintenance,33,Storm,28.684912309053573,5208.0,0.0,93.0,0.0,0.0,67.66
2022-08-18,East,Mountainous,Transmission_Line,New_Installation,220,Snow,37.78867234200747,213088.0,115.0,2504.0,0.0,0.0,13308.04
2022-08-19,North,Coastal,Substation,Maintenance,132,Clear,1.3086588820509506,265.0,13.0,701.0,0.0,0.0,51.86
2022-08-19,West,Mountainous,Transmission_Line,New_Installation,33,Storm,28.43112065935915,91342.0,82.0,436.0,0.0,0.0,1437.71
2022-08-19,North,Rural,Transmission_Line,Maintenance,33,Snow,27.22319730211973,4382.0,0.0,79.0,0.0,0.0,51.57
2022-08-19,West,Mountainous,Substation,System_Upgrade,66,Snow,0.643783550380269,4628.0,17.0,670.0,2.0,8.0,180.45
2022-08-19,South,Urban,Transmission_Line,Maintenance,132,Snow,61.29025922308715,12823.0,1.0,612.0,0.0,0.0,502.12
2022-08-20,South,Urban,Transmission_Line,Maintenance,33,Heatwave,51.79987697450588,8798.0,1.0,205.0,0.0,0.0,95.7
2022-08-20,Central,Urban,Transmission_Line,Maintenance,66,Clear,84.95541556373188,14247.0,2.0,468.0,0.0,0.0,415.99
2022-08-20,East,Mountainous,Transmission_Line,Maintenance,132,Clear,71.30356986926472,14410.0,2.0,711.0,0.0,0.0,742.06
2022-08-20,Central,Urban,Substation,System_Upgrade,400,Storm,1.3669615567170281,1879.0,11.0,1017.0,1.0,4.0,299.52
2022-08-20,West,Urban,Transmission_Line,Maintenance,132,Rainy,19.691755890438294,4538.0,0.0,212.0,0.0,0.0,146.66
2022-08-21,Central,Urban,Transmission_Line,Maintenance,220,Storm,10.246640868157645,2841.0,0.0,126.0,0.0,0.0,130.8
2022-08-21,North,Rural,Transmission_Line,Maintenance,66,Clear,53.4498921331308,9013.0,1.0,251.0,0.0,0.0,238.92
2022-08-21,West,Mountainous,Substation,New_Installation,400,Heatwave,0.2361191642059187,1236.0,20.0,484.0,2.0,6.0,786.41
2022-08-21,South,Mountainous,Transmission_Line,Maintenance,66,Storm,39.58170201300195,7662.0,1.0,223.0,0.0,0.0,156.87
2022-08-21,East,Coastal,Transmission_Line,System_Upgrade,66,Rainy,7.480673094350917,28155.0,23.0,227.0,0.0,0.0,713.88
2022-08-21,West,Mountainous,Transmission_Line,New_Installation,33,Storm,21.796852779835863,78538.0,65.0,400.0,0.0,0.0,1129.79
2022-08-22,West,Rural,Substation,New_Installation,132,Snow,0.3096989505095319,2708.0,15.0,973.0,3.0,8.0,132.86
2022-08-22,North,Mountainous,Transmission_Line,New_Installation,66,Rainy,81.09357537770809,283569.0,256.0,2167.0,0.0,0.0,8734.77
2022-08-23,East,Rural,Transmission_Line,Emergency_Repair,66,Snow,37.88198449378459,13217.0,2.0,110.0,0.0,0.0,352.15
2022-08-23,South,Rural,Transmission_Line,Emergency_Repair,220,Heatwave,12.49041923583968,6936.0,0.0,90.0,0.0,0.0,395.68
2022-08-24,West,Mountainous,Transmission_Line,Maintenance,220,Clear,30.22061943126953,7133.0,0.0,377.0,0.0,0.0,505.14
2022-08-24,West,Coastal,Transmission_Line,Maintenance,220,Storm,69.86676817664139,17631.0,2.0,877.0,0.0,0.0,849.42
2022-08-24,North,Urban,Transmission_Line,System_Upgrade,66,Storm,75.83535085637376,308832.0,227.0,2170.0,0.0,0.0,6004.22
2022-08-25,Central,Urban,Transmission_Line,Emergency_Repair,400,Snow,16.387187335704528,10956.0,0.0,195.0,0.0,0.0,871.89
2022-08-25,South,Mountainous,Transmission_Line,System_Upgrade,132,Snow,78.96381179372368,363977.0,224.0,4065.0,0.0,0.0,14434.25
2022-08-25,East,Mountainous,Transmission_Line,System_Upgrade,66,Clear,40.203120030622415,161521.0,113.0,1274.0,0.0,0.0,3890.2
2022-08-25,West,Rural,Substation,Maintenance,33,Storm,1.3908270709765063,328.0,12.0,525.0,0.0,0.0,45.79
2022-08-26,West,Mountainous,Transmission_Line,Maintenance,400,Clear,68.79323998320969,24886.0,1.0,1817.0,0.0,0.0,1970.12
2022-08-26,South,Rural,Transmission_Line,System_Upgrade,400,Snow,80.39130850237574,555598.0,228.0,10483.0,0.0,0.0,49198.66
2022-08-26,Central,Coastal,Transmission_Line,System_Upgrade,132,Snow,71.2323641293594,308093.0,208.0,2879.0,0.0,0.0,14125.72
2022-08-26,West,Mountainous,Transmission_Line,New_Installation,400,Rainy,8.69249388388752,61271.0,24.0,1136.0,0.0,0.0,5466.23
2022-08-26,South,Urban,Transmission_Line,New_Installation,132,Snow,54.350705534507085,215088.0,171.0,2790.0,0.0,0.0,11706.52
2022-08-27,North,Urban,Transmission_Line,System_Upgrade,400,Snow,20.787211479742325,135068.0,60.0,2885.0,0.0,0.0,9497.18
2022-08-27,Central,Mountainous,Substation,Maintenance,132,Clear,1.9429326212361113,267.0,6.0,584.0,0.0,0.0,25.49
2022-08-27,East,Rural,Transmission_Line,System_Upgrade,220,Rainy,29.304281158554293,163814.0,85.0,1483.0,0.0,0.0,9569.09
2022-08-27,West,Urban,Substation,Maintenance,220,Rainy,0.898203967411524,258.0,8.0,152.0,0.0,0.0,49.46
2022-08-27,South,Rural,Substation,New_Installation,400,Storm,0.4737340883695311,1483.0,16.0,378.0,3.0,5.0,1095.04
2022-08-28,North,Mountainous,Transmission_Line,New_Installation,400,Heatwave,17.78596771270651,124062.0,49.0,2220.0,0.0,0.0,11609.16
2022-08-28,East,Mountainous,Transmission_Line,New_Installation,132,Storm,62.088312057352475,275124.0,184.0,2562.0,0.0,0.0,9352.54
2022-08-28,South,Urban,Transmission_Line,Maintenance,132,Storm,51.85206663044446,10640.0,1.0,514.0,0.0,0.0,537.22
2022-08-28,South,Mountainous,Substation,Maintenance,66,Storm,0.8118534947957785,404.0,18.0,276.0,0.0,0.0,51.56
2022-08-28,East,Coastal,Substation,Emergency_Repair,220,Rainy,0.2622961420878981,3099.0,8.0,336.0,0.0,8.0,485.62
2022-08-28,North,Coastal,Transmission_Line,System_Upgrade,66,Clear,74.91613964351396,305770.0,234.0,2395.0,0.0,0.0,7124.86
2022-08-28,North,Urban,Transmission_Line,Maintenance,66,Snow,5.556348300349796,1097.0,0.0,32.0,0.0,0.0,29.32
2022-08-28,Central,Coastal,Substation,Maintenance,33,Rainy,0.9695570178257048,308.0,12.0,484.0,0.0,1.0,86.19
2022-08-28,West,Rural,Transmission_Line,Maintenance,132,Snow,65.09433817555674,14898.0,1.0,658.0,0.0,0.0,550.2
2022-08-28,East,Urban,Transmission_Line,Maintenance,33,Snow,45.91752938288795,7535.0,1.0,189.0,0.0,0.0,99.12
2022-08-28,East,Urban,Transmission_Line,Maintenance,33,Heatwave,16.989853471563446,2612.0,0.0,71.0,0.0,0.0,44.32
2022-08-29,East,Rural,Transmission_Line,New_Installation,66,Storm,78.93373918757833,290893.0,227.0,1963.0,0.0,0.0,8232.71
